par_id,community,text,label,text_length
2398,migrant,"migrant: The main reason elderly immigrants are more expensive , according to a report in The Association of Canadian Studies , is that they come to Canada late in life , which means they often do n't work at all or for long , do n't pay significant amounts in income tax and have more health problems .",0,303
4534,homeless,"homeless: I can only imagine what it must be like for women faced with the prospect of homelessness . For me , the real fear would be thinking I did n't belong anywhere . That I had no home , in the sense of the word that goes well beyond walls and a roof .",1,257
26,women,women: Some say that a review of the legislation of sex work helps to protect all involved in the services provided by these men and women .,0,140
2539,migrant,"migrant: According to May 6 , 2015 report of the US Migration Institute , Indian migrants had begun arriving in the United States as early as 1820 .",0,148
8468,hopeless,hopeless: She decided to be the hope for the hopeless and home for the homeless .,1,81
830,homeless,homeless: Hundreds of people at Adankrono and Kade Zongo in the Kwaebibirim District of the Eastern Region have been rendered homeless as a result of a heavy rain storm that recently hit the area . About one hundred houses have their roofs ripped - off out of which about fifteen have completely collapsed .,0,307
2288,homeless,homeless: 585 Zambo families still homeless,0,43
1377,disabled,"disabled: In Rankin Inlet , people are always ready to help , and he says he gets better care there than physically disabled people receive in Iqaluit where there is no permanent occupational therapist .",0,203
1154,immigrant,"immigrant: The Pentagon suspended MAVNI last fall , but more than 5,000 immigrants were recruited into the program in 2016 , with an estimated 10,000 currently serving , according to the AP .",0,191
1045,homeless,"homeless: Among the flurry of comic tweets , some genuine concerns have been raised over homeless people consuming products that have been thrown away in dustbins and the deaths that have occurred so far .",0,205
7912,hopeless,hopeless: Let us follow in Mary 's footsteps and bring hope to the hopeless,1,75
2383,vulnerable,"vulnerable: ""A scientific report commissioned by the World Bank , """" Turn Down the Heat : Climate Extremes , Regional Impacts , and the Case for Resilience """" , looks at the possible impact of global warming by 2 ? Celsius , and 4 ? C on the most vulnerable parts of the world .""",0,279
2622,poor-families,poor-families: He added that the Department of Social Welfare and Community Development had programmes such as the Livelihood Empowerment Against Poverty ( LEAP ) to cushion poor families to make a living instead of pushing their children into child labour activities .,0,269
240,immigrant,"immigrant: ""Stefanovic said immigrants """" from faraway lands """" had """" helped make Australia """" and Mr Dutton had """" cherry-picked statistics which do n't reflect the findings of his own department """" .""",0,203
1947,homeless,"homeless: Recently , over 400 families were left homeless in Mtwara Region after heavy rains and gusty winds swept away the roofs of their houses . Government buildings , schools and over 6,000 cashewnut trees are among the properties destroyed as the rains pounded the region for four days",0,290
351,migrant,migrant: She said nations need to pull together to deal with the world 's 60 million displaced people by rebuilding a coordinated and orderly system for dealing with refugees and migrants .,0,189
363,refugee,"refugee: For every returnee to Turkey , a Syrian living in a Turkish refugee camp will be legally resettled by plane to EU countries .",0,134
1966,poor-families,poor-families: TASAF launches project to help poor families,0,59
521,refugee,"refugee: Even though the order exempts children , elderly people , and victims of slavery and human trafficking , the UN refugee agency has said that the controversial plan by the Israeli government violates international and Israeli laws .",0,240
2627,in-need,"in-need: Juico pointed out that savings would result in higher allocations for all three funds . Prize money will increase , operations will be more cost-effective and charity activities will expand to reach more people in need , she said .",0,240
216,vulnerable,vulnerable: He also said Macau Scam syndicates often targeted individuals aged 51 above as they the most vulnerable age group and those working in the private sector for their financial standings .,0,197
2317,women,"women: ""Calling the range a """" tribute """" to the two women , Simone wanted to ensure she also injected some of her personality into proceedings .""",0,146
1873,disabled,"disabled: He was , of course , referring to Israel 's very clear line - they will prevent Iran from attaining messianic weaponry by any means necessary . It would n't be the first time that Israel have done so , either . In 1981 , Israel bombed ( and subsequently disabled ) the French-supplied Osirak reactor , disarming Saddam Hussein and doing what , somewhat ironically , Iran had failed to do a mere few months prior .",0,423
1478,disabled,"disabled: She said she has fought drug addiction , helped rehabilitate mentally ill persons and done a lot for the youth , women , the disabled and the community as a whole .",1,174
2125,poor-families,"poor-families: """""" The government is implementing several schemes that would change the economic position of poor families , """" she added .""",1,140
1758,in-need,in-need: Edrisa Musuuza alias Navy Kenzo is in need of prayers after he was hospitalized following an illness that left him weak and looking frail at a hospital bed in his home country .,0,186
626,hopeless,hopeless: The roads in Banani are in a hopeless state as well as many in Gushan/Baridhara too .,0,95
2592,women,"women: A total of 43 aspiring elite referees - men and women from 27 Member Associations - have been inducted into the inaugural class of 2017 . Participants will undertake a robust four-year curriculum , comprising technical , fitness and psychological aspects .",0,263
716,women,"women: ""After the raging success of their Colors of Eid Collection , BonanzaSatrangi is at it again , this time they 're treating their customers with something amazing , their brand new line of """" BonanzaSatrangi Fragrances """" . A range of floral , fruity and musky scents for both men and women is sure to amaze the customers , and give them exactly what they 've been looking for .""",0,385
1599,disabled,disabled: Kano disabled farmers move from begging to bagging,1,60
2415,homeless,homeless: They said in the past two days the homeless residents were braving rains and cold without shelter . They therefore urged the government and other stakeholders to come forward and offer moral and material support to the victims .,0,238
1508,in-need,"in-need: Sad to see anyone lose their jobs , hopefully , these skilled tradespeople will always be in need BUT how did this dinosaur of a car company last this long anyhow !",0,173
1531,migrant,migrant: Video that emerged last month showing men being sold as slaves sent shockwaves around the world . But humanitarian and migrants groups say this is something that 's been going on for years .,0,199
80,poor-families,"poor-families: For SJKC Chung Hua Sibuti , the Maybank volunteers helped repaint the building 's walls , repaired broken door frames at the school toilets , donated uniforms to 10 schoolchildren from poor families as well as four iron racks and 10 boxes of A4 papers to the school .",0,282
1677,refugee,"refugee: Tunis -- Thousands of refugees , migrants and asylum seekers arbitrarily held in Libyan detention centres must be immediately released and evacuated to safety out of the country urges M ? decins Sans Fronti ? res ( MSF ) , as a fragile ceasefire in Tripoli continued for a third day . Existing mechanisms to get refugees and migrants out of Libya have stalled in recent months and MSF calls for an urgent scale up .",0,424
2630,hopeless,hopeless: I was there . Not enough seats for spectators . The grandstand had pathetically limited seats . Place lah chairs at the main stage for people to follow the race on the two giant screens . Live FB broadcast is hopeless because it keeps buffering . Portoloos had no water from noon . The track itself is not exciting because it is n't wide enough to encourage overtaking . Hope they find a better organizer for the Serdang one .,0,436
874,in-need,"in-need: """""" It can be completely perplexing and sometimes impossible for patients in need of surgery to work out how much they will be out of pocket , """" Choice chief executive Alan Kirkland said .""",0,199
2266,disabled,"disabled: He said that meant making driving safer , significantly reducing the number of traffic fatalities , while making transportation accessible to all -- including the disabled , elderly and children .",0,206
5195,hopeless,"hopeless: But what is most striking about Mr. Trump 's answer is the bleak picture he pains of inner-city America and black life : poverty , gun violence , poor education and hopelessness .",1,189
1782,immigrant,immigrant: Irish attitude to American immigrants to Ireland all wrong says Senator,0,82
2320,immigrant,"immigrant: If Trump follows through on promises to toughen immigration enforcement , Kelly 's agency will be responsible for buttressing the screening of immigrants permitted to enter the US He 'll also have to come up with the resources for locating and then deporting people living here illegally .",0,300
2200,women,"women: Moreover , the councilman said all three women were abducted by Castro when he offered them rides in a vehicle . Commins said much of their ordeal was recounted by the three women as soon as they were freed .",0,215
2643,migrant,"migrant: Democrats are the problem . They do n't care about crime and want illegal immigrants , no matter how bad they may be , to pour into and infest our Country , like MS-13 . They ca n't win on their terrible policies , so they view them as potential voters !",0,263
2276,in-need,"in-need: Mr. Boulierac said that Yemeni children are exposed to a number of dangers , including mines , drones , suicide attacks and sexual violence . UNICEF is appealing to all parties in the conflict to spare schools , hospitals and civilian targets . It is also asking for an immediate halt to the recruitment of children and immediate assistance to those in need .",0,368
1911,in-need,"in-need: The Norfund invests in three sectors -- clean energy , financial institutions and food and agribusiness . It also invests in private equity and venture capital funds that target small- and medium-sized businesses in need of early phase or growth capital .",0,264
1830,disabled,disabled: Severely disabled people under the age of 12 years old are also not covered by the transport allowance or the $2 fare scheme . Cheung believes the government views it as unnecessary to apply the scheme to children because they already have their public transport fares reduced by half .,0,296
513,poor-families,"poor-families: """""" In the beginning , the baby box was a means to support especially poor families and ensure that mothers were included in the national healthcare system . """"""",0,176
5054,homeless,"homeless: After a big casino win , Mario Balotelli gave a homeless man ? 1,000 ( PA ) .",1,87
601,homeless,"homeless: ""How did we get here ? To answer that , you have to go back to 1986 and the work of an eccentric and powerful California politician , John """" Vasco """" Vasconcellos . That year , the Democrat Vasconcellos managed to persuade a deeply sceptical Republican state governor to fund a three-year task force to explore the value of self-esteem . Vasco was convinced that low self-esteem was the source of a huge array of social issues , including unemployment , educational failure , child abuse , domestic violence , homelessness and gang warfare . He became convinced that raising the population 's self-esteem would act as a """" social vaccine """" , saving the state billions .""",0,682
55,disabled,"disabled: Over the past 15 years , the show has handed over more than $50 million to the Mustard Seed Communities to assist with the care of more than 400 abandoned , disabled , HIV/AIDS-affected children , and pregnant teenagers being accommodated in its 12 homes across the island . <h> ADVERTISEMENT",0,302
4965,homeless,homeless: He said he is thrilled to be participating in what really is a life changing opportunity for the country 's children who were at one time homeless abandoned and without hope .,1,185
110,immigrant,immigrant: Many of the workers are immigrants who do n't speak English and have little formal education .,0,105
704,migrant,"migrant: The influx is so heavy that inspectors at San Ysidro , the nation 's busiest border crossing , are turning back Haitians with appointments to come at a later date , leaving hundreds waiting in Tijuana , Mexico . Many stay at one of the Mexican border city 's five migrant shelters that volunteered in May to help .",0,323
596,immigrant,"immigrant: Built in just a few months , the sprawling complex , dubbed Tent City , could hold 2,000 inmates and was the largest immigrant detention camp in the country . Ten huge tent domes , made of Kevlar stretched over metal frames , were erected over concrete pads . Each oval tent held 200 men or women , with no partitions dividing the toilets or showers .",0,362
1352,poor-families,poor-families: This affects environmental choices that poor families need to make . It is therefore important for the global community to prioritise its agenda as far as the next International Youth Day celebrations are concerned .,0,231
677,disabled,"disabled: As of last week , several categories of inmate are no longer admissible to segregation cells : those who are seriously mentally ill , imminently suicidal , self-harming , physically disabled , terminally ill or pregnant .",0,231
164,in-need,"in-need: """""" We looked at the building three or four years ago and it was in need of in excess of $100,000 in repairs , """" said McIssac . """" Financially , the municipality could n't do it . """"""",0,193
1983,immigrant,"immigrant: WASHINGTON , DC , USA ( CMC ) -- Cities for Action , a coalition of over 100 mayors and county executives from across the United States , is calling on outgoing President Barack Obama to commit to further protections for Caribbean and other immigrants in their communities before he leaves office .",0,309
997,hopeless,"hopeless: """""" For the first time , I am left feeling hopeless ! I do n't believe in our people . We live in a country where we are scared to stop and help another human being , where the people who should keep us safe do n't care . We have lost our humanity . """"""",0,263
2299,immigrant,immigrant: He outlined some of the challenges they face while acquiring work permit to foreign teachers as notable long delays in issuing teaching licenses to an extent that employers are compelled to employ illegal immigrants while waiting .,0,242
2143,poor-families,"poor-families: According to him , this plan will be implemented through Bantay Kagubatan program , a convergence project by Department of Agriculture ( DA ) and Department of Environment and Natural Resources ( DENR ) to promote agro-forestry farming as a means to speed up reforestation and provide livelihood to poor families in rural areas .",0,344
2524,refugee,"refugee: By contrast , announcing yourself to be a Sanctuary City says to those that navigated the arduous process of legal immigration that they need n't have bothered . Just show up at the border and all of your needs will be taken care of . Besides thumbing your nose at legitimate refugees and legal immigrants , open borders set up those who would take advantage for failure . Not possessing the skills required , language , education or culture is a recipe for disaster that we see playing out daily in Europe .",0,517
1659,vulnerable,"vulnerable: All sectors in Sri Lanka are vulnerable to climate change . There is no escape . If you want to sustain , you have to adapt . That means that we have to change our strategies to smarter ones . We also need to have an attitudinal change . Without changing our attitude we will not be able to face this dilemma successfully -- University of Peradeniya Department of Agriculture Agroclimatology Principal Scientist Dr. Ranjith Punyawardena",0,448
738,women,"women: AS the country observes March as Endometriosis Month , co-founder of the Better Awareness and Support for Endometriosis ( BASE ) Foundation , Shauna Fuller-Clarke , is urging employees and school administrators to become more sensitive to and supportive of the approximately 100,000 women and students grappling with the disease locally .",0,345
2263,women,"women: Ivy also works as a Host/MC for live events , including most recently the African Fashion Industry Awards show . She has also hosted non-profit events in support of girl 's empowerment . For the last 10 years , she has been speaking to young women on issues of self-esteem and body image .",0,296
1242,immigrant,"immigrant: Holyrood belongs to the New Sanctuary Coalition of NYC , an interfaith network that helps immigrants .",0,113
2091,poor-families,"poor-families: Benguet had the least number of poor families at 2.5 percent , the agency added .",0,96
1589,homeless,"homeless: The ministry also highlighted that BC Housing is building 188 affordable housing units available for youth and adults at risk of homelessness , including youth in and out of care , in Surrey , Courtney and Chilliwack .",0,228
3233,hopeless,"hopeless: A few kilometres past Eldoret , we drove past hundreds , perhaps thousands , of unwashed , hungry and disheveled refugees milling aimlessly around a small shopping centre , hopelessness and fear etched on their faces . They were running away from death ; running off to nowhere .",1,289
264,homeless,"homeless: ""( June 14 , 2014 , London , Sri Lanka Guardian ) Metal studs/spikes , an inch high , outside luxury offices in London , in the news recently , have hardly deterred people sleeping rough . The """" homeless """" also happen to be many young employed who can not raise a deposit , to rent a flat , let alone buy one .""",0,323
4072,poor-families,"poor-families: ""Aileen said : """" I just thought , ' Those poor families . ' I hope they get answers . We are still waiting . """"""",1,128
126,poor-families,"poor-families: The changes to be implemented from April 1 will increase the In Work Tax Credit part of WFF to $72.50 per week . When work is insecure , and hours are irregular poor families may not meet the conditions to access this important weekly payment for their children . Those on benefits likewise do not qualify . To make serious cost-effective inroads into child poverty , CPAG urges the government to extend this tax credit to all low income families .",0,463
889,homeless,"homeless: """""" And yet I feel superior , """" he smiled fatalistically . """" Every white person on this plane feels superior to a black person . The white guy who picks up garbage , the homeless white trash on drugs , feels superior to you no matter his status or education . I can pick up a nincompoop from the New York streets , clean him up , and take him to Lusaka and you will all be crowding around him chanting muzungu , muzungu , and yet he 's a riffraff . Tell me why , my angry friend . """"""",0,496
8247,refugee,"refugee: """""" Those ( Rohingyas ) who somehow entered the country by skipping the border regulation , we have decided to give them shelter on a humanitarian grounds """" he said , while adding that there are other refugees also receiving aid in Bangladesh .""",1,255
1454,refugee,"refugee: ""The ministry also said it will increase the number of officers tasked with reviewing refugee applications to significantly reduce the time necessary for deliberations so as to """" protect genuine refugees quickly and deal sternly with fake applicants . """"""",0,265
7813,hopeless,"hopeless: SABC is unfaithful , false and hopeless .. Just close the SABC and donate all the billions and millions of R 's to the poor , then give DSTV 1/8 price to the poor . Then , we will have a better SA . SABC is really K*K compare with other 3rd world coutries .",1,267
1563,immigrant,immigrant: A broad majority of Americans do not believe that cities should be going rouge and providing ' sanctuary ' to illegal immigrants in defiance of federal laws .,0,169
195,homeless,homeless: Housing Minister Grant Shapps added : ' The plight of homeless people should be on our minds all year round - not just at Christmas .,1,143
3138,refugee,"refugee: The spirit the Rwandese have shown to accommodate the people , almost a tribe in their tiny country with approximately 19 million people with meager resources just like any other third world country , without planning to ditch them in refugee camps , but offer them to live just like any other citizen should actually be emulated in the human race .",1,358
426,disabled,"disabled: Babu suffers from GB syndrome , a condition in which the body 's immune system attacks the peripheral nervous system . The condition has rendered him physically disabled and he can no longer walk without help .",0,220
1166,hopeless,"hopeless: They discounted and denied every conceivable poll which showed Jonathan losing the election , preaching that Nigerians wanted continuity , not the change the opposition advocated . The people of Nigeria were portrayed as somehow loving their poverty and insecurity , their darkness and weakness , hopelessness and joblessness .",1,337
377,homeless,homeless: Scores of people have been rendered homeless after over 20 houses in Gbentanaa at Central Frafraha in the Adenta Municipal Assembly were randomly demolished this morning .,0,181
1832,vulnerable,"vulnerable: ""Read President Mahama 's pledge on the economy further : """" It is the illustration of our commitment to build an economy that nurtures and protects the young , the old , and vulnerable ; an economy that is capable of dealing with adversities such as climate change , while , at the same time , enhancing the life for our people . """"""",0,346
1091,women,"women: Along with Munni , there are 31 other transgender men and women working in Logos . When this correspondent talked to them , most of them had similar stories as that of Munni .",0,182
7217,in-need,"in-need: """""" That 's huge , that 's humbling , """" Whitehead said with a pause . """" Just for him to use those words , and I believe in just being a good person . Right is right , and wrong is wrong . I saw someone in need . """"""",1,226
3387,in-need,in-need: Together they will bring more than 70 years of volunteering to the party which celebrates the work of the charities and organisations that have Prince Charles as their patron . They were nominated by their branch manager for all the years spent giving emotional support to people most in need .,1,303
1993,poor-families,"poor-families: Citing information obtained under the RTI laws , the PIL has contended that many well-to-do families have found place in the BPL list , while many poor families are excluded . While widows with non-male earning members do not figure in the list , there is a place for families that own four wheelers .",0,316
788,disabled,"disabled: But hiring such staff is not without its challenges . For instance , there may be resistance from managers and other employees who might not be comfortable with having colleagues who are disabled .",0,207
554,immigrant,immigrant: Do you think there are too many immigrants in the UK ?,0,65
324,vulnerable,"vulnerable: The dispensing of herbal products should be done only by a registered practitioner after a consultation . Unlicensed practitioners , lacking expertise and with limited or no accountability , should never be allowed to treat patients , especially those who are vulnerable , such as pregnant women , children , the elderly and those with cardiovascular disease .",0,372
192,refugee,"refugee: For several weeks now , hundreds of refugees have been occupying the detention centre on Manus Island in Papua New Guinea ( PNG ) . The centre was closed on October 31 after it was deemed illegal by the PNG courts . On November 23 , police assaulted the centre and took occupiers away with violence",0,307
877,poor-families,"poor-families: ""And children from poor families are missing out on school excursions , sport and drama as """" free ' ' public schools charge hundreds of dollars in fees for educational activities .""",0,197
1881,migrant,"migrant: ""US tariffs on Mexican steel and aluminum , Trump 's """" zero-tolerance """" policy on undocumented immigrants , and President Enrique Pena Nieto 's two abrupt cancellations of visits to Washington have added to the tension .""",0,232
378,women,"women: The collapse of Rana Plaza , an eight-story commercial building outside Bangladesh 's capital city , in 2013 killed more than 1,200 workers , and most of them died while producing clothes for some of the world 's lowest wages . The garment sector 's deadliest accident owed to dubious construction permits , abusive labor policies , and more systemic problems . A heavily footnoted , absolutely depressing but crucial comics series reported by award-winning writer Anne Elizabeth Moore and drawn by artist collective Ladydrawers explores the industry and how our apparel purchases affect its majority-women workforce .",0,625
2056,disabled,"disabled: More than 60m retires , disabled workers , spouses and children rely on monthly Social Security benefits . That 's nearly one in five Americans . The trustees who oversee Social Security say the program has enough money to pay full benefits until 2034 . But at that point , Social Security will collect only enough taxes to pay 79% of benefits . Unless Congress acts , millions of people on fixed incomes would get an automatic 21% cut in benefits , reports The Associated Press .",0,490
2442,refugee,"refugee: Obviously our hopes and prayers for the people of Burundi is that all goes well , and that wisdom prevails for an equitable solution enabling civic leaders and political groups to rally around , give enough assurance for those in refugee camps and exiles in neighbouring countries to pack their things and go back home .",0,329
1970,poor-families,poor-families: A top health official said today that the government could consider subsidies to help poor families pay for healthy food -- or imposing taxes on unhealthy products -- if other efforts fail to encourage better eating habits among Hong Kong residents .,0,265
57,migrant,migrant: She said : ' It may be the fact that immigrants from East European countries are better educated and more attached to the labour market than the native population .,0,173
267,in-need,"in-need: In the launch event of the book , Hema Malini clearly said that if the name of the book is ' Beyond The Dream Girl ' , then it shows that she discussed both ( Sunny and Bobby ) in the book as well . The actress added that people always think about the kind of relationship she shares with Sunny and Bobby . Interestingly , Hema revealed that Sunny always supported her whenever she was in need . When she met with an accident in 2015 , Sunny Deol was the first person who came to meet her .",0,499
1956,poor-families,"poor-families: """""" Because of the recession , many economically vulnerable families no longer fit the traditional profile of poor families , """" she said .""",0,155
9673,in-need,"in-need: """""" At ONYX , we care not only for the wellbeing of the guests who stay with us , but also the community that we live and work in . As part of our core value ' RICE ' -- which stands for Responsible , Inspiring , Compassionate and Enthusiastic -- our team members are inspired to make a difference and contribute to a rewarding environment through volunteerism , """" said Mr. Simon Dell , Vice President &amp; Area General Manager , North Asia , ONYX Hospitality Group . """" We are proud to be a trusted partner of St. James ' Settlement and receive the recognition . We will continue to observe and address the social needs of our local community , and bring a better living quality to those in need . """"""",1,713
246,homeless,homeless: What causes someone to become homeless ? Brainstorm as many reasons as you can and check the story for ideas .,0,120
1704,migrant,"migrant: ""The study also states this harsh fact : """" Globally , South Africa is still the country most opposed to immigration , where nearly 80 percent of citizens either support prohibition on the entry of migrants , or would like to place strict limits on it . """"""",0,266
8103,disabled,disabled: I do n't want to detract from the achievements of Paralympians and I hope people enjoy watching the games . But please do n't think that what you are watching is an example all disabled people can follow . <h> TREND THAT MAKES YOUR DOUGH GO A LONG WAY,1,261
9,homeless,"homeless: NUEVA ERA , Ilocos Norte - No family shall be homeless under the watch of the municipal government here , said town Mayor Aldrin Garvida .",0,148
1955,refugee,refugee: Review refugee law,0,27
1819,vulnerable,"vulnerable: My sister was stunned . The United States really is different from Canada , and my sister realized that there is something admirable about societies that strive to care for all their citizens , especially the most vulnerable .",0,238
8131,migrant,"migrant: As a matter of life views , migrants generally see opportunities where locals do n't . They see how their home society has handled different problems and they can draw from that experience to simply copy and paste amazing solutions that change a society . These innovations are what an economy needs to grow and solve its own issues in dynamic ways .",1,359
2051,homeless,homeless: WESTERN Australia 's most notorious sex offender may spend the rest of his life behind bars after repeatedly raping a homeless man .,0,142
276,women,"women: Seventeen men and women , including some women who survived assaults , witnessed sexual violence , including against their wives , sisters , or daughters .",0,162
8321,homeless,"homeless: """""" Then , driving past the queue of homeless people I just thought something is not right here . It really struck me the contrast between those who had comfortable homes and those who had nothing . """"""",1,212
497,women,"women: ""Saha believes this explains her family 's adherence to food customs . The profound compromises enforced on them in terms of basic foods fuelled a determination to maintain ritual patterns . """" It was a way of regaining control , of reclaiming identity that you felt was being erased . """" Thus , in winter , the women would make varieties of pithes and payesh , many extremely time-consuming , requiring painstaking effort . The fact that her jethima made the labour-intensive khando every winter , till her death when Saha was 14 , reflected that powerful urge to retain a sense of who they were . Similarly , Chaitra Sankranti , an important spring family festival with numerous food rituals marking the end of the Bengali year , continues to be observed . """" We make the requisite five bhajas ( fried vegetables ) , two dals , pachan ( a dish using five or seven vegetables ) , payesh and sweets like pata pora ( flat patties of gur-sweetened dough of flour and bananas roasted in banana leaves on the fire ) . """"""",0,1024
1247,immigrant,"immigrant: """""" This contradiction could be resolved if the government removed students , who comprise a majority of non-EU immigrants , from the net migration figures , """" the report says .""",0,190
763,migrant,migrant: Part of the result now is the massive exodus of Africans from the continent to seek greener pastures in Europe . It is sad to see scores of young people die trying to cross the Sahara and Mediterranean into paradise . It is sad when our televisions show hundreds of immigrants trapped between the sea and fenced territories in Europe because they can not enter . What are they fleeing from ; why ca n't they stay at home ? This indeed is a million dollar question . They are fleeing from mismanaged economies that could have otherwise done well ; they are fleeing from years of bad politicking which has given birth to some of the worst policies the world has ever known .,1,681
6130,vulnerable,"vulnerable: ""Speaking at the elaborate event , the first of its kind in Badagry , Chairman of the Association , Comrade Monday Denagan Honfovu , who also doubles as the President of Badagry Community Youth Association , BCYA , said , the idea to assist the vulnerable women was borne out of the saying , """" if you empower a woman , you empower the nation """" .""",1,360
9663,homeless,"homeless: Back to the commercial , the artists mentioned above request the audience to donate for homeless children , senior citizens and above all for Edhi , who was always willing to lend a hand to anyone who needed it .",1,222
262,hopeless,"hopeless: Some of the feelings/experiences that may contribute to someone feeling suicidal include : loneliness ; feeling of absolute hopelessness and helplessness/feeling of worthlessness , of being a ' waste of space ' ; shock ; depression in those who are clinically depressed ;",0,281
420,homeless,"homeless: A new Dar es Salaam master plan which has just come off the drawing board and is scheduled to be put into effect in June , next year , is likely to see more than 3.6 million Dar es Salaam residents rendered homeless on the ground of encroaching on industrial or residential areas .",0,291
1059,hopeless,"hopeless: """""" We could not do anything for my aunt . We felt hopeless but all of a sudden , my aunt called us and said she has arrived at the airport , """" Jewel said .""",0,168
2227,hopeless,"hopeless: ""Hopelessness worse the crisis , the collapse or revolution , for it may be endless . If we organize our political life , it turns out """" landscape of despair """" . But hopelessness is worse the crisis , the collapse or revolution , for it may be endless ... Well , see for yourself what ...""",0,301
306,migrant,"migrant: """""" We 've seen evidence that the percentage of women in the skilled trades is increasing , though not as quickly as we would like , and immigrants and racialized minorities still face barriers , """" said Wendy Cukier , Founder and Director of Ryerson Diversity Institute .""",0,282
1951,refugee,"refugee: Many of them sought refuge in Malaysia only to be treated as outcasts to be whipped , incarcerated , deported , trafficked or abused . Why was no consideration given to allowing the thousands of these refugees to work as there is now for the Rohingya ? Did the fact that they were non-Muslim disqualify them from compassionate treatment ?",1,347
2565,immigrant,"immigrant: """""" Foreigners who came to our country illegally can not be given Pakistani nationality as once an unlawful decision is made to this effect , it would open floodgates of illegal immigrants in the country , """" said the Sindh CM . """" I am very much clear about this issue , if such an announcement is unlawful , it could not be implemented as only lawful decisions regarding grant of Pakistani citizenship could be implemented , """" said the CM on the occasion .""",0,471
1852,immigrant,"immigrant: They had allegedly planned to blow up a suburban housing estate in Garden City where several African immigrant families lived , along with a community from Burma .",0,174
6837,vulnerable,"vulnerable: """""" A case has been opened and we are also going to have a meeting as the security cluster to come up with a comprehensive , integrated strategy to prevent this . We are doing this because we are a caring department and our responsibility is to protect the vulnerable , particularly older persons and people with disabilities , """" she said .""",1,354
1365,homeless,"homeless: Augusto , 37 , a leader in the national movement for homeless people , said she had never been involved with any wrongdoing , like theft or drug dealing .",0,164
2251,homeless,"homeless: Kuria has called on the International Criminal Court ( ICC ) prosecutor , Fatou Bensouda , to drop the case against former radio presenter , Joshua Sang and the deputy president , William Ruto . The two are alleged to have played a key role in the 2007-2008 post-election violence which saw many people lose their lives while others remained homeless .",0,362
1313,homeless,"homeless: There was also the challenge of identifying secondary beneficiaries , families housing the homeless who were not adequately equipped for the challenge and required extra resources . This involved building reliable data bases , at considerable speed .",0,260
5216,homeless,"homeless: """""" Our message to every homeless person is that you ? ? ? re worth more than a million stars and we focus on the value of every single person . """"""",1,158
44,vulnerable,"vulnerable: Comrade David Kerigbo Ugondo was born to the family of Late Pa Akerigbo Adikpo and wife , Mrs. Pam Akerigbo Adikpo on the 25th day of October 1950 in Achagh Mbaduku in Vandeikya Local Government of Benue State . His 67th birthday would be 25th of October . A well secured Nigeria gave birth and nurtured Comrade David into 27 years of meritorious service to industry and unionism . It is tragic that an unsecured Nigeria in 2017 made him vulnerable to day-light gunshots on Sunday September 10 , 2017 by criminal armed robbers who attacked around Birnin Gwari town of Kaduna State . May God grant him and other victims which included an Army Captain and infant baby eternal rest in paradise .",0,704
52,disabled,"disabled: ""In line with the Modi government 's mission """" Accessible India , Empowered India """" , together with the """" National Policy for Persons with Disabilities """" and the """" UN Convention on Rights of Persons with Disabilities """" , the code has for the first time made elaborate provisions for making buildings and public places accessible to millions of disabled and elderly persons . The code for barrier-free built environment will be applicable to all forms of public housing by government and private builders .""",0,522
1864,migrant,"migrant: ""In a possible bid to steal the film 's thunder , Black posted another video from the set of The House with a Clock in its Walls , in which he and co-star Cate Blanchett enact a slow-motion fight scene as """" Immigrant Song """" booms in the background . Eli Roth and Owen Vaccaro are also featured in the clip . Take a look below .""",0,339
907,vulnerable,"vulnerable: In hindsight it can be seen as so much more , Ireland 's canny captain offering an insight into where he thought Wales would be vulnerable .",0,152
1918,vulnerable,"vulnerable: ""The authority has said : """" Owing to possibility of rain in upper catchments of all major rivers , vulnerable communities along reaches of these rivers , their tributaries &amp; nullahs are to be sensitised for requisite measures . """"""",0,248
5975,disabled,disabled: To mark the International Day of Persons with Disabilities Satkhira district administration and Department of Social Services hold a grand rally in the district town yesterday DHAKA TRIBUNE <h> International Day of Persons with Disabilities was observed across the country yesterday with a call for removing all barriers of the disabled and working for their welfare .,1,378
1740,hopeless,"hopeless: At its core , the episode was about hopelessness and the emotional need to achieve a goal . At no point was this more obvious than when Rick challenged Michonne 's idea about rebuilding the walls of the toppled community so hey could live in it .",0,256
1707,vulnerable,vulnerable: The scientists developed small molecules targeting each of these structures and used them to unravel the molecular mechanism of the gene activation and repression process . The findings suggest such molecules could be used to make cancer cells more vulnerable to existing therapeutics .,0,298
7164,refugee,"refugee: Hundreds of thousands of internally displaced persons ( IDPs ) belonging to FATA are languishing in refugee camps since the military operations started in the region . Rehabilitation of these people should be the utmost priority of the government . For that purpose , construction of health and education facilities as well as other infrastructure is necessary . According to the committee recommendations , foreign donors for the rehabilitations process could not be approached without legal reforms in FCR .",1,518
461,homeless,"homeless: Protesters will embrace the thrillingly novel experience of being homeless in KL with homemade sandwiches . And once the rally is over , organisers will claim that seven billion people attended it and that 's why Najib must step down .",0,245
6910,refugee,"refugee: World Refugee Day is marked on June 20 every year , the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges faced .",1,188
